"country_name_short"	"Country"	"Parlgov.Party.Abbrev"	"Parlgov.Party.Name.English"	"Parlgov.Party.Name"	"party_name_ascii"	"family_name_short"	"family_name"	"left_right"	"state_market"	"liberty_authority"	"eu_anti_pro"	"cmp"	"euprofiler"	"ees"	"castles_mair"	"huber_inglehart"	"ray"	"benoit_laver"	"Recommended.CHES.party.id"	"country_id"	"ParlGov.party.id"	"family_id"	"CSIS.CHES.party.id"
"BEL"	"Belgium"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	2300	12	NA
"BGR"	"Bulgaria"	"ABV"	"Alternative for Bulgarian Revival"	"Alternativa za balgarsko vazrazhdane"	"Alternativa za balgarsko vazrazhdane"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	10	2364	11	NA
"BGR"	"Bulgaria"	"Ataka"	"Attack"	"Ataka"	"Ataka"	"right"	"Right-wing"	5.46	3.25	9.17	2.4333	NA	27	1100700	NA	NA	NA	NA	2007	10	535	40	2007
"BGR"	"Bulgaria"	"BBB"	"Bulgarian Business Bloc"	"Balgarski Biznes Blok"	"Balgarski Biznes Blok"	"lib"	"Liberal"	6.6784	7.076	5.1974	7.6842	80901	NA	NA	NA	708	NA	737	NA	10	599	6	NA
"BGR"	"Bulgaria"	"BBZ"	"Bulgaria Without Censorship"	"Balgarija bes Zensura"	"Balgarija bes Zensura"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2362	26	NA
"BGR"	"Bulgaria"	"BC"	"Blue Coalition"	"Sinyata Koalitsiya"	"Sinyata Koalitsiya"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	1100001	NA	NA	NA	NA	NA	10	1254	26	NA
"BGR"	"Bulgaria"	"BKP"	"Communist Party of Bulgaria"	"Komunisticheska Partiya na Balgariya"	"Komunisticheska Partiya na Balgariya"	"com"	"Communist/Socialist"	0.3684	1.7368	7.8289	2.8655	NA	NA	NA	NA	701	NA	763	NA	10	1570	14	NA
"BGR"	"Bulgaria"	"BNG"	"Bulgaria for Citizens Movement"	"Dvizhenie Balgariya na grazhdanite"	"Dvizhenie Balgariya na grazhdanite"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2213	26	NA
"BGR"	"Bulgaria"	"BNRP"	"Bulgarian National Radical Party"	"Balgarska Natsionalnoradikalna Partiya"	"Balgarska Natsionalnoradikalna Partiya"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	10	364	40	NA
"BGR"	"Bulgaria"	"BNS"	"Bulgarian People's Union"	"Balgarski Naroden Suyuz"	"Balgarski Naroden Suyuz"	"con"	"Conservative"	5.8	6	5.44	8.3333	80811	NA	NA	NA	NA	NA	NA	2009	10	1375	26	2009
"BGR"	"Bulgaria"	"BSP"	"Bulgarian Socialist Party"	"Balgarska Sotsialisticheska Partiya"	"Balgarska Potsialisticheska Partiya"	"soc"	"Social democracy"	3.0064	2.9187	4.5029	8.1871	80220	26	1100300	NA	702	NA	841	NA	10	982	11	NA
"BGR"	"Bulgaria"	"BZNS-NP"	"Bulgarian Agrarian National Union -- Nikola Petkov"	"Balgarski Zemedelski Naroden Suyuz – Nikola Petkov"	"Balgarski Zemedelski Naroden Suyuz -- Nikola Petkov"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	10	2173	2	NA
"BGR"	"Bulgaria"	"DA"	"Democratic Alternative for the Republic"	"Demokratichna Alternativa za Republikata"	"Demokratichna Alternativa za Republikata"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	10	2170	11	NA
"BGR"	"Bulgaria"	"DG"	"George's Day Movement"	"Dvizhenie Gergyovden"	"Dvizhenie Gergyovden"	"right"	"Right-wing"	6.3158	6.1053	2.8289	8.3158	NA	NA	NA	NA	NA	NA	920	NA	10	1362	40	NA
"BGR"	"Bulgaria"	"DP"	"Democratic Party"	"Demokraticheska Partiya"	"Demokraticheska Partiya"	"chr"	"Christian democracy"	9.4444	5.7	7.2	8.3	NA	NA	NA	NA	709	NA	NA	NA	10	542	3	NA
"BGR"	"Bulgaria"	"DPS"	"Movement for Rights and Freedoms"	"Dvizhenie za Prava i Svobodi"	"Dvizhenie za Prava i Svobodi"	"lib"	"Liberal"	4.5828	4.413	6.229	9.0094	80951	31	1100900	NA	NA	NA	894	2004	10	1286	6	2004
"BGR"	"Bulgaria"	"DSB"	"Democrats for a Strong Bulgaria"	"Demokrati za Silna Balgariya"	"Demokrati za Silna Balgariya"	"con"	"Conservative"	7.85	7.83	4.5	8.9667	NA	28	1100001	NA	NA	NA	NA	2008	10	57	26	2008
"BGR"	"Bulgaria"	"ER"	"Euroroma"	"Evroroma"	"Evroroma"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2178	16	NA
"BGR"	"Bulgaria"	"GERB"	"Citizens for European Development of Bulgaria"	"Grazhdani za Evropeysko Razvitie na Balgariya"	"Grazhdani za Evropeysko Razvitie na Balgariya"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	29	1100600	NA	NA	NA	NA	2010	10	1541	26	2010
"BGR"	"Bulgaria"	"HB"	"New Times"	"Novoto vreme"	"Novoto vreme"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	10	2180	19	NA
"BGR"	"Bulgaria"	"IMRO"	"IMRO -- Bulgarian National Movement"	"VMRO – Balgarsko Natsionalno Dvizhenie"	"VMRO -- Balgarsko Natsionalno Dvizhenie"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	10	2212	40	NA
"BGR"	"Bulgaria"	"KE"	"Euro-Left Coalition"	"Balgarska Evrolevica"	"Balgarska Evrolevica"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	80320	NA	NA	NA	NA	NA	NA	NA	10	710	11	NA
"BGR"	"Bulgaria"	"KR"	"Coalition of the Rose"	"Koalitsiya na Rozata"	"Koalitsiya na Rozata"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	10	2179	11	NA
"BGR"	"Bulgaria"	"KSII"	"Simeon II Coalition"	"Koalitsiya Simeon II"	"Koalitsiya Simeon II"	"spec"	"Special issue"	6.86	6.29	6.33	7.7833	NA	NA	NA	NA	NA	NA	NA	2006	10	15	16	2006
"BGR"	"Bulgaria"	"KzB|DL"	"Coalition for Bulgaria | Democratic Left"	"Koalitsiya za Balgariya | Demokratichna Levitsa"	"Koalitsiya za Balgariya | Demokratichna Levitsa"	"soc"	"Social democracy"	2.8982	2.9629	5.741	8.6402	80221	NA	1100300	NA	702	NA	841	2003	10	1160	11	2003
"BGR"	"Bulgaria"	"LR"	"Lider"	"Lider"	"Lider"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	2011	10	566	6	2011
"BGR"	"Bulgaria"	"M21"	"Movement 21"	"Movement 21"	"Movement 21"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	10	2379	11	NA
"BGR"	"Bulgaria"	"NDSV"	"National Movement Simeon II"	"Natsionalno Dvizhenie Simeon Vtori"	"Natsionalno Dvizhenie Simeon Vtori"	"lib"	"Liberal"	5.7567	5.8948	4.008	9.3468	80902	32	1100400	NA	NA	NA	946	2001	10	544	6	2001
"BGR"	"Bulgaria"	"NFSB"	"National Front for the Salvation of Bulgaria"	"Natsionalen Front za Spasenie na Balgariya"	"Natsionalen Front za Spasenie na Balgariya"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	10	2211	40	NA
"BGR"	"Bulgaria"	"ODS"	"United Democratic Forces"	"Obedineni Demokratichni Sili"	"Obedineni Demokratichni Sili"	"con"	"Conservative"	6.9611	6.917	3.8431	9.7427	80411	NA	NA	NA	706	NA	972	2002	10	784	26	2002
"BGR"	"Bulgaria"	"ONS"	"Union for National Salvation"	"Obedinenie za Natsionalno Spasenie"	"Obedinenie za Natsionalno Spasenie"	"lib"	"Liberal"	6	6.7	3.5	8.8	80952	NA	NA	NA	NA	NA	NA	NA	10	996	6	NA
"BGR"	"Bulgaria"	"OTS"	"Union for Tzar [Simeon II]"	"Obedinenie za Tsar [Simeon II]"	"Obedinenie za Tsar [Simeon II]"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1149	16	NA
"BGR"	"Bulgaria"	"PBSD"	"Party of Bulgarian Social Democrats"	"Partiya Balgarski Sotsialdemokrati"	"Partiya Balgarski Sotsialdemokrati"	"soc"	"Social democracy"	3.7778	4.6316	3.4211	9	NA	NA	NA	NA	703	NA	815	NA	10	1161	11	NA
"BGR"	"Bulgaria"	"PKE"	"Political Club Ecoglasnost"	"Politicheski Klub Ekoglasnost"	"Politicheski Klub Ekoglasnost"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	80110	NA	NA	NA	NA	NA	NA	NA	10	1548	19	NA
"BGR"	"Bulgaria"	"PPS"	"Order, Lawfulness and Justice"	"Red, zakonnost i spravedlivost"	"Red, zakonnost i spravedlivost"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	1100601	NA	NA	NA	NA	2012	10	636	40	2012
"BGR"	"Bulgaria"	"PS"	"Patriotic Union"	"Patriotichen Suyuz"	"Patriotichen Suyuz"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2177	26	NA
"BGR"	"Bulgaria"	"PV"	"People's Voice"	"People's Voice"	"People's Voice"	"code"	"to be coded"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2214	28	NA
"BGR"	"Bulgaria"	"RB"	"Reformist Bloc"	"Reformatorski Blok"	"Reformatorski Blok"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2363	26	NA
"BGR"	"Bulgaria"	"SDS"	"Union of Democratic Forces"	"Suyuz na Demokratichnite Sili"	"Suyuz na Demokratichnite Sili"	"chr"	"Christian democracy"	6.1111	5.7	7.2	8.3	80410	33	NA	NA	707	NA	NA	NA	10	423	3	NA
"BGR"	"Bulgaria"	"SDS-l"	"Union of Democratic Forces -- Liberal"	"Suyuz na Demokratichnite Sili – Liberali"	"Suyuz na Demokratichnite Sili -- Liberali"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2175	6	NA
"BGR"	"Bulgaria"	"SDS-ts"	"Union of Democratic Forces -- Centre"	"Suyuz na Demokratichnite Sili – Tsentur"	"Suyuz na Demokratichnite Sili -- Tsentur"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	10	2174	11	NA
"BGR"	"Bulgaria"	"SNI"	"New Choice Union"	"Suyuz Nov izbor"	"Suyuz Nov izbor"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	10	2176	6	NA
"BGR"	"Bulgaria"	"TBF"	"Kingdom of Bulgaria Confederation"	"Federatsiya Tsarstvo Balgariya "	"Federatsiya Tsarstvo Balgariya"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	800	16	NA
"BGR"	"Bulgaria"	"ZNS"	"Agrarian People's Union"	"Zemedelski Naroden Suyuz"	"Zemedelski Naroden Suyuz"	"agr"	"Agrarian"	5.5263	5.7895	5.9398	8.9474	80810	NA	NA	NA	704	NA	867	NA	10	353	2	NA
"BGR"	"Bulgaria"	"ZP"	"Green Party of Bulgaria"	"Zelena Partiya"	"Zelena Partija"	"eco"	"Green/Ecologist"	5.5556	2.6	1.7	6.6	NA	NA	NA	NA	705	NA	NA	NA	10	963	19	NA
"BGR"	"Bulgaria"	"ZS-AS"	"Agrarian Union Aleksandar Stamboliyski"	"Zemedelski Suyuz Aleksandar Stamboliyski"	"Zemedelski Suyuz Aleksandar Stamboliyski"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	80812	NA	NA	NA	NA	NA	NA	NA	10	529	2	NA
"BGR"	"Bulgaria"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	133	12	NA
"BGR"	"Bulgaria"	"todo"	"to be coded"	"to be coded"	"to be coded"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1464	12	NA
"CAN"	"Canada"	"BPC"	"Bloc Populaire Canadien"	"Bloc Populaire Canadien"	"Bloc Populaire Canadien"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	1307	16	NA
"CAN"	"Canada"	"BQ"	"Quebec Bloc"	"Bloc Québécois"	"Bloc Quebecois"	"soc"	"Social democracy"	3.0215	3.1207	2.2063	8.1	62901	NA	NA	NA	802	NA	5213	NA	29	448	11	NA
"CAN"	"Canada"	"CP"	"Communist Party"	"Communist Party"	"Communist Party"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	29	556	14	NA
"CAN"	"Canada"	"CPC"	"Conservative Party of Canada"	"Conservative Party of Canada"	"Conservative Party of Canada"	"con"	"Conservative"	8.6608	8.7668	9.0688	7.8	NA	NA	NA	NA	NA	NA	5233	NA	29	1255	26	NA
"CAN"	"Canada"	"GPC"	"Green Party of Canada"	"Green Party of Canada"	"Green Party of Canada"	"eco"	"Green/Ecologist"	1.9018	2.2467	2.0327	6.6	NA	NA	NA	NA	NA	NA	5253	NA	29	1259	19	NA
"CAN"	"Canada"	"L-P"	"Liberal-Progressive"	"Liberal-Progressive"	"Liberal-Progressive"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	29	2011	6	NA
"CAN"	"Canada"	"LL"	"Liberal-Labour"	"Liberal-Labour"	"Liberal-Labour"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	29	2085	6	NA
"CAN"	"Canada"	"LP"	"Liberal Party of Canada"	"Liberal Party of Canada"	"Liberal Party of Canada"	"lib"	"Liberal"	5.0552	5.3509	3.4615	8.8	62420	NA	NA	402	803	NA	5273	NA	29	368	6	NA
"CAN"	"Canada"	"NDP"	"New Democratic Party"	"New Democratic Party"	"New Democratic Party"	"soc"	"Social democracy"	2.46	1.9195	1.1134	8.1	62320	NA	NA	401	801	NA	5293	NA	29	296	11	NA
"CAN"	"Canada"	"NPC"	"National Party of Canada"	"National Party of Canada"	"National Party of Canada"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	29	2142	11	NA
"CAN"	"Canada"	"PCP"	"Progressive Conservative Party of Canada"	"Progressive Conservative Party of Canada"	"Progressive Conservative Party of Canada"	"con"	"Conservative"	6.7112	6.9659	5.997	7.8	62620	NA	NA	403	804	NA	5313	NA	29	794	26	NA
"CAN"	"Canada"	"PR"	"Rhinoceros Party"	"Parti Rhinoceros"	"Parti Rhinoceros"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	2148	16	NA
"CAN"	"Canada"	"RPC"	"Reform Party of Canada"	"Reform Party of Canada"	"Reform Party of Canada"	"con"	"Conservative"	8.7748	8.7668	9.0688	7.8	62621	NA	NA	NA	805	NA	5233	NA	29	897	26	NA
"CAN"	"Canada"	"SCR"	"Social Credit Rally"	"Ralliement créditiste"	"Ralliement creditiste"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	677	16	NA
"CAN"	"Canada"	"SSC"	"Social Credit Party of Canada"	"Social Credit Party of Canada"	"Social Credit Party of Canada"	"con"	"Conservative"	7.8	6.4	6.9	7.8	62951	NA	NA	404	NA	NA	NA	NA	29	1392	26	NA
"CAN"	"Canada"	"UE"	"Union of Electors"	"Union des électeurs"	"Union des electeurs"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	2162	16	NA
"CAN"	"Canada"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	2067	12	NA
"CAN"	"Canada"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	1189	12	NA
"CHE"	"Switzerland"	"BDP"	"Conservative Democratic Party of Switzerland"	"Bürgerlich–Demokratische Partei (BDP) Graubünden"	"Buergerlich--Demokratische Partei (BDP) Graubuenden"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	3612	40	1213	26	3612
"CHE"	"Switzerland"	"BHB"	"Young Peasants Movement"	"Bauernheimatbewegung – Jeunes paysans"	"Bauernheimatbewegung -- Jeunes paysans"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	40	1957	19	NA
"CHE"	"Switzerland"	"CVP-PDC"	"Conservative Peoples Party"	"Christlichdemokratische Volkspartei – Parti démocrate–chrétien"	"Christlichdemokratische Volkspartei -- Parti democrate--chretien"	"chr"	"Christian democracy"	4.7288	5.6421	7.1414	6.3386	43520	288	NA	NA	3802	1701	7980	3604	40	531	3	3604
"CHE"	"Switzerland"	"CsP-PCS"	"Christian Social Party"	"Christlich-soziale Partei – Parti chrétien-social"	"Christlich-soziale Partei -- Parti chretien-social"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	3611	40	1012	3	3611
"CHE"	"Switzerland"	"DP"	"Democratic Party"	"Demokratische Partei"	"Demokratische Partei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	40	886	26	NA
"CHE"	"Switzerland"	"EDU-UDF"	"Federal Democratic Union of Switzerland"	"Eidgenössisch-Demokratische Union – Union Démocratique Fédérale"	"Eidgenoessisch-Demokratische Union -- Union Democratique Federale"	"con"	"Conservative"	8.6579	6.3816	9.4247	0.9868	43711	NA	NA	NA	NA	NA	7996	3608	40	1318	26	3608
"CHE"	"Switzerland"	"EJ"	"Agreement Jura"	"Entente jurassienne"	"Entente jurassienne"	"code"	"to be coded"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	1964	28	NA
"CHE"	"Switzerland"	"EVP-PEP"	"Protestant Peoples Party"	"Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse"	"Evangelische Volkspartei der Schweiz -- Parti Populaire Evangelique Suisse"	"chr"	"Christian democracy"	4.9248	4.4498	7.5812	5.0504	43530	394	NA	NA	NA	1706	8012	3607	40	602	3	3607
"CHE"	"Switzerland"	"FDP-PRD"	"Radical Democratic Party"	"Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse"	"Freisinnig-Demokratische Partei der Schweiz -- Parti Radical-Democratique Suisse"	"lib"	"Liberal"	6.3249	8.0105	3.4159	6.4439	43420	289	NA	NA	3803	1703	8028	NA	40	26	6	NA
"CHE"	"Switzerland"	"FPS"	"Freedom Party of Switzerland"	"Freiheitspartei der Schweiz"	"Freiheitspartei der Schweiz"	"spec"	"Special issue"	8.0556	NA	NA	0	43951	NA	NA	NA	3806	1713	NA	NA	40	1602	16	NA
"CHE"	"Switzerland"	"FraP"	"Woman in Politics"	"Frauen macht Politik"	"Frauen macht Politik"	"com"	"Communist/Socialist"	1.3	1.4	3	2.5	NA	NA	NA	NA	NA	1712	NA	NA	40	569	14	NA
"CHE"	"Switzerland"	"GPL-PVL"	"Green Liberal Party"	"Grünliberale Partei der Schweiz – Parti Vert-Libéral"	"Gruenliberale Partei der Schweiz -- Parti Vert-Liberal"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	3606	40	308	19	3606
"CHE"	"Switzerland"	"GV"	"Grutli Society"	"Grütliverein –  Grutléen"	"Gruetli Society --  Grutleen"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	40	1951	11	NA
"CHE"	"Switzerland"	"Grue"	"Greens"	"Grüne – Écologiste"	"Gruene -- Ecologiste"	"eco"	"Green/Ecologist"	1.6886	1.7263	1.0316	6.507	43110	290	NA	NA	NA	1711	8044	3605	40	141	19	3605
"CHE"	"Switzerland"	"KHM"	"Committee Herbert Maeder"	"Komitee Herbert Maeder"	"Komitee Herbert Maeder"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	1967	12	NA
"CHE"	"Switzerland"	"LF/PEB"	"Liberal Socialist Party"	"Liberalsozialistische Partei / Freiwirtschaftliche Bewegung – Parti d'économie franche"	"Liberalsozialistische Partei / Freiwirtschaftliche Bewegung -- Parti d economie franche"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	40	1960	6	NA
"CHE"	"Switzerland"	"LPS"	"Liberal Party of Switzerland"	"Liberale Partei der Schweiz – Parti liberal suisse"	"Liberale Partei der Schweiz -- Parti liberal suisse"	"lib"	"Liberal"	7.2961	8.477	4.2441	7.6667	43531	NA	NA	NA	3805	1702	8060	NA	40	458	6	NA
"CHE"	"Switzerland"	"LdT"	"Ticino League"	"Lega dei Ticinesi"	"Lega dei Ticinesi"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	1714	NA	3610	40	1500	40	3610
"CHE"	"Switzerland"	"LdU-ADI"	"Independents Alliance"	"Landesring der Unabhängigen – Alliance des Indépendants"	"Landesring der Unabhaengigen -- Alliance des Independants"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	43321	NA	NA	NA	NA	NA	NA	NA	40	1264	11	NA
"CHE"	"Switzerland"	"NA-AN"	"National Action against Foreign Domination"	"Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere"	"Nationale Aktion gegen die Ueberfremdung von Volk und Heimat -- Action Nationale contre l'Emprise et la Surpopulation Etrangere"	"right"	"Right-wing"	9.4247	6.2573	9.0409	0.2384	43710	NA	NA	NA	NA	1709	8092	NA	40	628	40	NA
"CHE"	"Switzerland"	"POCH"	"Progressive Organisations of Switzerland"	"Progressive Organisationen der Schweiz – Organisations progressistes de Suisse"	"Progressive Organisationen der Schweiz -- Organisations progressistes de Suisse"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	40	964	14	NA
"CHE"	"Switzerland"	"PSA"	"Autonomous Socialist Party"	"Partito socialista autonomo"	"Partito socialista autonomo"	"com"	"Communist/Socialist"	1.3	1.4	3	5	NA	NA	NA	NA	NA	1710	NA	NA	40	224	14	NA
"CHE"	"Switzerland"	"PdA"	"Swiss Party of Labour"	"Partei der Arbeit der Schweiz"	"Partei der Arbeit der Schweiz"	"com"	"Communist/Socialist"	0.5263	0.5835	1.6148	6.8893	43220	NA	NA	NA	NA	1707	8076	3609	40	1167	14	NA
"CHE"	"Switzerland"	"RB"	"Republican Movement"	"Republikanische Bewegung"	"Republikanische Bewegung"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	40	564	40	NA
"CHE"	"Switzerland"	"S"	"Solidarity"	"solidaritéS"	"solidariteS"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	40	1226	14	NA
"CHE"	"Switzerland"	"SP-PS"	"Social Democratic Party of Switzerland"	"Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse"	"Sozialdemokratische Partei der Schweiz -- Parti Socialiste Suisse"	"soc"	"Social democracy"	1.8319	1.7579	1.2281	9.0614	43320	291	NA	NA	3801	1704	8108	3602	40	35	11	3602
"CHE"	"Switzerland"	"SVP-UDC"	"Swiss People's Party"	"Schweizerische Volkspartei – Union Démocratique du Centre"	"Schweizerische Volkspartei -- Union Democratique du Centre"	"agr"	"Agrarian"	7.3575	8.9684	8.3385	0.6368	43810	292	NA	NA	3804	1705	8124	3601	40	750	2	3601
"CHE"	"Switzerland"	"UDE"	"National Union"	"Union de défense économique"	"Union de defense economique"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	40	1954	40	NA
"CHE"	"Switzerland"	"none"	"no party affiliation"	"parteilos"	"parteilos"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	1211	12	NA
"CHE"	"Switzerland"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	2303	12	NA
"CYP"	"Cyprus"	"A+D+E"	"AKEL / DIKO / EDEK"	"AKEL / DIKO / EDEK"	"AKEL / DIKO / EDEK"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	1775	16	NA
"CYP"	"Cyprus"	"ADISOK"	"Democratic Socialist Renewal Movement"	"Anorthotiko Dimokratiko Sosialistiko Kinima"	"Anorthotiko Dimokratiko Sosialistiko Kinima"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	51	1779	14	NA
"CYP"	"Cyprus"	"ADK"	"Fighting Democratic Movement"	"Agonistiko Dimokratiko Kinima"	"Agonistiko Dimokratiko Kinima"	"right"	"Right-wing"	7.7632	5.2632	5	8.1579	NA	NA	NA	NA	NA	NA	5333	NA	51	1049	40	NA
"CYP"	"Cyprus"	"AKEL"	"Progressive Party of Working People"	"Anorthotikó Kómma Ergazómenou Laoú"	"Anorthotikon Komma Ergazemenou Laou"	"com"	"Communist/Socialist"	1.0526	2.6316	6.1842	6.1842	55321	49	1196321	NA	NA	NA	5351	NA	51	572	14	4003
"CYP"	"Cyprus"	"DIKO"	"Democratic Party"	"Dimokratikó Kómma"	"Dimokratiko Komma"	"con"	"Conservative"	5.1316	4.0789	6.0526	8.0263	55422	50	1196422	NA	NA	NA	5369	NA	51	851	26	4004
"CYP"	"Cyprus"	"DISY"	"Democratic Rally"	"Dimokratikós Sinayermós"	"Dimokratikos Synagermos"	"con"	"Conservative"	8.6842	7.3684	5	9.4737	55711	51	1196711	NA	NA	NA	5387	NA	51	1575	26	4001
"CYP"	"Cyprus"	"ED"	"United Democrats"	"Enomeni Dimokrates"	"Enomeni Dimokrates"	"lib"	"Liberal"	7.1053	6.0526	4.3421	9.7368	55423	NA	NA	NA	NA	NA	5423	NA	51	1523	6	NA
"CYP"	"Cyprus"	"EDEK"	"Movement for Social Democracy EDEK"	"Kinima Sosialdimokraton EDEK"	"Kinima Sosialdimokraton EDEK"	"soc"	"Social democracy"	3.2895	4.7368	5.9211	8.8158	55323	54	1196322	NA	NA	NA	5405	NA	51	945	11	4005
"CYP"	"Cyprus"	"EK"	"European Party"	"Evropaiko Komma"	"Evropaiko Komma"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	52	1196600	NA	NA	NA	NA	NA	51	491	6	4002
